run	arm	model	prompt	turn	share_ab_all	share_ba_all	share_ab_last3	share_ba_last3	secs
reading1	L	kannaka-brain-7b-v1	0	0	0.0000	0.0000	0.0000	0.0000	6.4
reading1	L	kannaka-brain-7b-v1	0	1	0.0130	0.0294	0.0130	0.0294	1.5
reading1	L	kannaka-brain-7b-v1	0	2	0.0114	0.0294	0.0114	0.0294	1.0
reading1	L	kannaka-brain-7b-v1	0	3	0.0109	0.0286	0.0000	0.0000	0.9
reading1	L	kannaka-brain-7b-v1	0	4	0.0100	0.0286	0.0000	0.0000	0.9
reading1	L	kannaka-brain-7b-v1	0	5	0.0075	0.0263	0.0000	0.0000	1.8
reading1	L	kannaka-brain-7b-v1	0	6	0.0511	0.1228	0.1000	0.2273	1.3
reading1	L	kannaka-brain-7b-v1	0	7	0.0577	0.1385	0.0984	0.1935	1.6
reading1	L	kannaka-brain-7b-v1	0	8	0.0566	0.1304	0.0400	0.0312	0.9
reading1	L	kannaka-brain-7b-v1	0	9	0.0545	0.1304	0.0357	0.0625	0.8
reading1	L	kannaka-brain-7b-v1	0	10	0.0497	0.1250	0.0000	0.0000	1.2
reading1	L	kannaka-brain-7b-v1	0	11	0.0415	0.1111	0.0000	0.0000	2.0
reading1	L	kannaka-brain-7b-v1	0	12	0.0517	0.1237	0.0441	0.1071	1.6
reading1	L	kannaka-brain-7b-v1	0	13	0.0517	0.1043	0.0577	0.0698	1.2
reading1	L	kannaka-brain-7b-v1	0	14	0.0500	0.1000	0.1250	0.0769	1.1
reading1	L	kannaka-brain-7b-v1	0	15	0.0488	0.0945	0.0000	0.0000	1.1
reading1	L	kannaka-brain-7b-v1	0	16	0.0519	0.1029	0.0000	0.0000	1.8
reading1	L	kannaka-brain-7b-v1	0	17	0.0493	0.1029	0.0000	0.0000	1.1
reading1	L	kannaka-brain-7b-v1	0	18	0.0491	0.0915	0.0000	0.0000	1.2
reading1	L	kannaka-brain-7b-v1	0	19	0.0491	0.0915	0.0000	0.0000	0.6
reading1	L	kannaka-brain-7b-v1	1	0	0.0000	0.0000	0.0000	0.0000	3.5
reading1	L	kannaka-brain-7b-v1	1	1	0.0609	0.0609	0.0609	0.0609	4.2
reading1	L	kannaka-brain-7b-v1	1	2	0.0537	0.0479	0.0537	0.0479	3.0
reading1	L	kannaka-brain-7b-v1	1	3	0.0481	0.0503	0.0066	0.0090	2.2
reading1	L	kannaka-brain-7b-v1	1	4	0.1169	0.1189	0.0976	0.1071	3.2
reading1	L	kannaka-brain-7b-v1	1	5	0.1062	0.1278	0.0441	0.1000	2.3
reading1	L	kannaka-brain-7b-v1	1	6	0.1030	0.1360	0.0385	0.1000	1.5
reading1	L	kannaka-brain-7b-v1	1	7	0.1006	0.1360	0.0000	0.0000	0.9
reading1	L	kannaka-brain-7b-v1	1	8	0.0957	0.1330	0.0000	0.0000	1.3
reading1	L	kannaka-brain-7b-v1	1	9	0.0939	0.1330	0.0000	0.0000	0.8
reading1	L	kannaka-brain-7b-v1	1	10	0.1074	0.1518	0.0000	0.0000	2.7
reading1	L	kannaka-brain-7b-v1	1	11	0.1003	0.1512	0.0000	0.0000	1.5
reading1	L	kannaka-brain-7b-v1	1	12	0.1042	0.1822	0.0000	0.0000	2.5
reading1	L	kannaka-brain-7b-v1	1	13	0.0989	0.1822	0.0000	0.0000	1.4
reading1	L	kannaka-brain-7b-v1	1	14	0.0947	0.1860	0.0000	0.0000	2.0
reading1	L	kannaka-brain-7b-v1	1	15	0.0942	0.1894	0.0000	0.0000	2.9
reading1	L	kannaka-brain-7b-v1	1	16	0.0924	0.1866	0.0000	0.0000	2.0
reading1	L	kannaka-brain-7b-v1	1	17	0.0924	0.1866	0.0000	0.0000	1.4
reading1	L	kannaka-brain-7b-v1	1	18	0.0924	0.1866	0.0000	0.0000	2.3
reading1	L	kannaka-brain-7b-v1	1	19	0.0924	0.1866	0.0000	0.0000	2.0
reading1	L	kannaka-brain-7b-v1	2	0	0.0390	0.0484	0.0390	0.0484	4.7
reading1	L	kannaka-brain-7b-v1	2	1	0.0195	0.0268	0.0195	0.0268	4.4
reading1	L	kannaka-brain-7b-v1	2	2	0.0150	0.0248	0.0150	0.0248	2.6
reading1	L	kannaka-brain-7b-v1	2	3	0.0140	0.0195	0.0000	0.0000	2.1
reading1	L	kannaka-brain-7b-v1	2	4	0.0315	0.0402	0.0571	0.0606	1.5
reading1	L	kannaka-brain-7b-v1	2	5	0.0312	0.0348	0.0714	0.0360	3.3
reading1	L	kannaka-brain-7b-v1	2	6	0.0405	0.0433	0.0494	0.0320	3.3
reading1	L	kannaka-brain-7b-v1	2	7	0.0396	0.0421	0.0000	0.0000	1.3
reading1	L	kannaka-brain-7b-v1	2	8	0.0395	0.0420	0.0000	0.0000	0.8
reading1	L	kannaka-brain-7b-v1	2	9	0.0386	0.0420	0.0000	0.0000	1.0
reading1	L	kannaka-brain-7b-v1	2	10	0.0386	0.0404	0.0000	0.0000	1.1
reading1	L	kannaka-brain-7b-v1	2	11	0.0374	0.0404	0.0000	0.0000	1.2
reading1	L	kannaka-brain-7b-v1	2	12	0.0374	0.0404	0.0000	0.0000	0.7
reading1	L	kannaka-brain-7b-v1	2	13	0.0374	0.0404	nan	nan	0.7
reading1	L	kannaka-brain-7b-v1	2	14	0.0374	0.0399	nan	nan	0.8
reading1	L	kannaka-brain-7b-v1	2	15	0.0370	0.0397	0.0000	0.0000	0.8
reading1	L	kannaka-brain-7b-v1	2	16	0.0366	0.0391	0.0000	0.0000	1.0
reading1	L	kannaka-brain-7b-v1	2	17	0.0343	0.0375	0.0000	0.0000	1.8
reading1	L	kannaka-brain-7b-v1	2	18	0.0332	0.0356	0.0000	0.0000	1.6
reading1	L	kannaka-brain-7b-v1	2	19	0.0405	0.0405	0.0000	0.0000	1.9
reading1	L	kannaka-brain-7b-v1	3	0	0.0000	0.0000	0.0000	0.0000	5.9
reading1	L	kannaka-brain-7b-v1	3	1	0.0000	0.0000	0.0000	0.0000	3.7
reading1	L	kannaka-brain-7b-v1	3	2	0.0000	0.0000	0.0000	0.0000	2.7
reading1	L	kannaka-brain-7b-v1	3	3	0.0000	0.0000	0.0000	0.0000	0.7
reading1	L	kannaka-brain-7b-v1	3	4	0.0000	0.0000	0.0000	0.0000	2.9
reading1	L	kannaka-brain-7b-v1	3	5	0.0153	0.0778	0.0000	0.0000	4.0
reading1	L	kannaka-brain-7b-v1	3	6	0.0147	0.0500	0.0000	0.0000	2.6
reading1	L	kannaka-brain-7b-v1	3	7	0.0145	0.0483	0.0000	0.0000	1.1
reading1	L	kannaka-brain-7b-v1	3	8	0.0178	0.0608	0.0417	0.0345	1.4
reading1	L	kannaka-brain-7b-v1	3	9	0.0175	0.0608	0.0000	0.0000	1.0
reading1	L	kannaka-brain-7b-v1	3	10	0.0175	0.0604	0.0000	0.0000	0.7
reading1	L	kannaka-brain-7b-v1	3	11	0.0186	0.0671	0.0000	0.0000	1.7
reading1	L	kannaka-brain-7b-v1	3	12	0.0186	0.0671	0.0000	0.0000	0.8
reading1	L	kannaka-brain-7b-v1	3	13	0.0239	0.0674	0.0000	0.0000	6.8
reading1	L	kannaka-brain-7b-v1	3	14	0.0366	0.1192	0.0379	0.1852	4.5
reading1	L	kannaka-brain-7b-v1	3	15	0.0366	0.1192	0.0379	0.1852	0.8
reading1	L	kannaka-brain-7b-v1	3	16	0.0366	0.1192	0.0379	0.1852	6.8
reading1	L	kannaka-brain-7b-v1	3	17	0.0366	0.1192	0.0379	0.1852	4.5
reading1	L	kannaka-brain-7b-v1	3	18	0.0366	0.1192	0.0379	0.1852	0.9
reading1	L	kannaka-brain-7b-v1	3	19	0.0366	0.1192	0.0379	0.1852	6.9
reading1	L	kannaka-brain-7b-v1	4	0	0.0323	0.0303	0.0323	0.0303	2.5
reading1	L	kannaka-brain-7b-v1	4	1	0.0750	0.0769	0.0750	0.0769	3.4
reading1	L	kannaka-brain-7b-v1	4	2	0.0508	0.0480	0.0508	0.0480	3.0
reading1	L	kannaka-brain-7b-v1	4	3	0.0377	0.0432	0.0310	0.0364	2.4
reading1	L	kannaka-brain-7b-v1	4	4	0.0476	0.0545	0.0268	0.0330	2.3
reading1	L	kannaka-brain-7b-v1	4	5	0.0544	0.0674	0.0161	0.0286	3.0
reading1	L	kannaka-brain-7b-v1	4	6	0.0733	0.0873	0.0465	0.0632	3.0
reading1	L	kannaka-brain-7b-v1	4	7	0.0976	0.1311	0.0516	0.0930	2.7
reading1	L	kannaka-brain-7b-v1	4	8	0.1194	0.1779	0.0199	0.0448	2.5
reading1	L	kannaka-brain-7b-v1	4	9	0.1218	0.1754	0.0248	0.0667	1.5
reading1	L	kannaka-brain-7b-v1	4	10	0.1313	0.1716	0.0667	0.0725	2.2
reading1	L	kannaka-brain-7b-v1	4	11	0.1313	0.1716	0.0667	0.0725	2.5
reading1	L	kannaka-brain-7b-v1	4	12	0.1313	0.1716	0.0667	0.0725	1.6
reading1	L	kannaka-brain-7b-v1	4	13	0.1516	0.2046	0.1786	0.2174	2.4
reading1	L	kannaka-brain-7b-v1	4	14	0.1516	0.2046	0.1786	0.2174	2.5
reading1	L	kannaka-brain-7b-v1	4	15	0.1516	0.2046	0.1786	0.2174	1.6
reading1	L	kannaka-brain-7b-v1	4	16	0.1516	0.2046	0.1786	0.2174	2.4
reading1	L	kannaka-brain-7b-v1	4	17	0.1755	0.2173	0.0549	0.0543	3.3
reading1	L	kannaka-brain-7b-v1	4	18	0.1848	0.2299	0.0204	0.0213	1.9
reading1	L	kannaka-brain-7b-v1	4	19	0.1780	0.2213	0.0099	0.0141	2.0
reading1	L	kannaka-brain-7b-v1	5	0	0.0192	0.0088	0.0192	0.0088	5.5
reading1	L	kannaka-brain-7b-v1	5	1	0.0084	0.0058	0.0084	0.0058	4.2
reading1	L	kannaka-brain-7b-v1	5	2	0.1500	0.1164	0.1500	0.1164	4.3
reading1	L	kannaka-brain-7b-v1	5	3	0.2630	0.2639	0.2202	0.3000	4.4
reading1	L	kannaka-brain-7b-v1	5	4	0.2627	0.2993	0.1339	0.2222	3.3
reading1	L	kannaka-brain-7b-v1	5	5	0.2474	0.2725	0.1280	0.2126	4.0
reading1	L	kannaka-brain-7b-v1	5	6	0.3030	0.3254	0.3935	0.4519	3.7
reading1	L	kannaka-brain-7b-v1	5	7	0.2867	0.2960	0.4101	0.3373	4.7
reading1	L	kannaka-brain-7b-v1	5	8	0.3170	0.3414	0.3020	0.3285	3.4
reading1	L	kannaka-brain-7b-v1	5	9	0.3129	0.3424	0.3427	0.3356	3.8
reading1	L	kannaka-brain-7b-v1	5	10	0.3906	0.4286	0.5774	0.6554	5.0
reading1	L	kannaka-brain-7b-v1	5	11	0.3962	0.4329	0.6846	0.7542	4.4
reading1	L	kannaka-brain-7b-v1	5	12	0.3955	0.4329	0.9157	1.0000	4.3
reading1	L	kannaka-brain-7b-v1	5	13	0.3955	0.4329	0.9038	0.6438	4.3
reading1	L	kannaka-brain-7b-v1	5	14	0.3935	0.4329	0.9459	0.8750	3.9
reading1	L	kannaka-brain-7b-v1	5	15	0.3935	0.4329	0.8974	0.8750	4.4
reading1	L	kannaka-brain-7b-v1	5	16	0.3935	0.4329	0.8974	0.8750	4.4
reading1	L	kannaka-brain-7b-v1	5	17	0.3935	0.4329	0.9038	0.6438	4.4
reading1	L	kannaka-brain-7b-v1	5	18	0.3935	0.4329	0.9038	0.6438	4.4
reading1	L	kannaka-brain-7b-v1	5	19	0.3935	0.4329	0.9038	0.6438	4.4
reading1	L	kannaka-brain-7b-v1	6	0	0.0000	0.0000	0.0000	0.0000	7.3
reading1	L	kannaka-brain-7b-v1	6	1	0.1568	0.3162	0.1568	0.3162	4.4
reading1	L	kannaka-brain-7b-v1	6	2	0.1218	0.2021	0.1218	0.2021	4.8
reading1	L	kannaka-brain-7b-v1	6	3	0.2442	0.3654	0.4087	0.4653	4.9
reading1	L	kannaka-brain-7b-v1	6	4	0.2169	0.3195	0.2739	0.3166	4.4
reading1	L	kannaka-brain-7b-v1	6	5	0.1962	0.2653	0.3014	0.3173	5.3
reading1	L	kannaka-brain-7b-v1	6	6	0.2395	0.3199	0.2133	0.2356	4.3
reading1	L	kannaka-brain-7b-v1	6	7	0.2884	0.4161	0.4264	0.6176	2.2
reading1	L	kannaka-brain-7b-v1	6	8	0.2884	0.4161	0.3814	0.8036	0.7
reading1	L	kannaka-brain-7b-v1	6	9	0.2899	0.4048	0.0000	0.0000	1.1
reading1	L	kannaka-brain-7b-v1	6	10	0.2899	0.4022	nan	nan	0.9
reading1	L	kannaka-brain-7b-v1	6	11	0.3085	0.4103	nan	nan	1.8
reading1	L	kannaka-brain-7b-v1	6	12	0.3085	0.4103	nan	nan	0.8
reading1	L	kannaka-brain-7b-v1	6	13	0.3085	0.4103	nan	nan	0.8
reading1	L	kannaka-brain-7b-v1	6	14	0.3085	0.4012	nan	nan	1.1
reading1	L	kannaka-brain-7b-v1	6	15	0.3079	0.4048	0.0000	0.0000	1.2
reading1	L	kannaka-brain-7b-v1	6	16	0.3079	0.4048	0.0000	0.0000	0.8
reading1	L	kannaka-brain-7b-v1	6	17	0.3079	0.4048	0.0000	0.0000	1.1
reading1	L	kannaka-brain-7b-v1	6	18	0.3079	0.4048	0.0000	0.0000	1.2
reading1	L	kannaka-brain-7b-v1	6	19	0.3079	0.4048	0.0000	0.0000	0.8
reading1	L	kannaka-brain-7b-v1	7	0	0.0061	0.0076	0.0061	0.0076	9.1
reading1	L	kannaka-brain-7b-v1	7	1	0.0601	0.0671	0.0601	0.0671	10.4
reading1	L	kannaka-brain-7b-v1	7	2	0.0853	0.0948	0.0853	0.0948	10.0
reading1	L	kannaka-brain-7b-v1	7	3	0.1162	0.1352	0.1300	0.1463	9.4
reading1	L	kannaka-brain-7b-v1	7	4	0.1457	0.1655	0.2035	0.2310	5.4
reading1	L	kannaka-brain-7b-v1	7	5	0.1392	0.1553	0.1512	0.1606	4.8
reading1	L	kannaka-brain-7b-v1	7	6	0.1327	0.1350	0.1090	0.0780	7.3
reading1	L	kannaka-brain-7b-v1	7	7	0.1834	0.1929	0.2584	0.2404	8.5
reading1	L	kannaka-brain-7b-v1	7	8	0.2007	0.2007	0.3684	0.2877	7.1
reading1	L	kannaka-brain-7b-v1	7	9	0.2152	0.2092	0.4977	0.3732	7.5
reading1	L	kannaka-brain-7b-v1	7	10	0.2455	0.2403	0.6027	0.4592	6.7
reading1	L	kannaka-brain-7b-v1	7	11	0.2793	0.2816	0.3852	0.5000	5.3
reading1	L	kannaka-brain-7b-v1	7	12	0.2874	0.2848	0.4826	0.4278	5.0
reading1	L	kannaka-brain-7b-v1	7	13	0.3042	0.3027	0.6418	0.6014	5.3
reading1	L	kannaka-brain-7b-v1	7	14	0.3145	0.3156	0.7586	0.8302	5.4
reading1	L	kannaka-brain-7b-v1	7	15	0.3145	0.3156	0.8295	0.9865	10.8
reading1	L	kannaka-brain-7b-v1	7	16	0.3145	0.3156	1.0000	1.0000	10.8
reading1	L	kannaka-brain-7b-v1	7	17	0.3145	0.3156	1.0000	1.0000	10.9
reading1	L	kannaka-brain-7b-v1	7	18	0.3145	0.3156	1.0000	1.0000	10.8
reading1	L	kannaka-brain-7b-v1	7	19	0.3145	0.3156	1.0000	1.0000	10.9
reading1	L	kannaka-brain-7b-v1	8	0	0.9804	0.9615	0.9804	0.9615	3.6
reading1	L	kannaka-brain-7b-v1	8	1	0.5102	0.7576	0.5102	0.7576	2.7
reading1	L	kannaka-brain-7b-v1	8	2	0.5100	0.7083	0.5100	0.7083	0.9
reading1	L	kannaka-brain-7b-v1	8	3	0.5100	0.7083	0.0370	0.0870	0.7
reading1	L	kannaka-brain-7b-v1	8	4	0.5100	0.4397	0.0000	0.0000	1.9
reading1	L	kannaka-brain-7b-v1	8	5	0.4811	0.4397	0.0000	0.0000	1.3
reading1	L	kannaka-brain-7b-v1	8	6	0.4811	0.4397	0.2222	0.0294	0.9
reading1	L	kannaka-brain-7b-v1	8	7	0.4811	0.4397	0.2222	0.0870	0.7
reading1	L	kannaka-brain-7b-v1	8	8	0.4811	0.4397	0.0000	0.0000	1.4
reading1	L	kannaka-brain-7b-v1	8	9	0.4595	0.4146	0.0000	0.0000	1.1
reading1	L	kannaka-brain-7b-v1	8	10	0.3875	0.4247	0.2037	0.1692	2.9
reading1	L	kannaka-brain-7b-v1	8	11	0.3483	0.4247	0.1528	0.2821	2.7
reading1	L	kannaka-brain-7b-v1	8	12	0.3483	0.4247	0.1642	0.3438	2.7
reading1	L	kannaka-brain-7b-v1	8	13	0.3483	0.4247	0.0000	0.0000	2.8
reading1	L	kannaka-brain-7b-v1	8	14	0.3483	0.4247	0.0000	0.0000	2.8
reading1	L	kannaka-brain-7b-v1	8	15	0.3483	0.4247	0.0000	0.0000	2.8
reading1	L	kannaka-brain-7b-v1	8	16	0.3483	0.4247	0.0000	0.0000	2.8
reading1	L	kannaka-brain-7b-v1	8	17	0.3483	0.4247	0.0000	0.0000	2.8
reading1	L	kannaka-brain-7b-v1	8	18	0.3483	0.4247	0.0000	0.0000	2.8
reading1	L	kannaka-brain-7b-v1	8	19	0.3483	0.4247	0.0000	0.0000	2.8
reading1	L	kannaka-brain-7b-v1	9	0	0.0000	0.0000	0.0000	0.0000	4.0
reading1	L	kannaka-brain-7b-v1	9	1	0.0789	0.0706	0.0789	0.0706	2.0
reading1	L	kannaka-brain-7b-v1	9	2	0.1735	0.1405	0.1735	0.1405	2.3
reading1	L	kannaka-brain-7b-v1	9	3	0.1387	0.1310	0.1341	0.1294	2.5
reading1	L	kannaka-brain-7b-v1	9	4	0.1503	0.1529	0.0619	0.0667	2.5
reading1	L	kannaka-brain-7b-v1	9	5	0.1318	0.1349	0.0732	0.0818	3.7
reading1	L	kannaka-brain-7b-v1	9	6	0.1549	0.1287	0.2400	0.1600	3.2
reading1	L	kannaka-brain-7b-v1	9	7	0.3179	0.3101	0.6260	0.5347	4.7
reading1	L	kannaka-brain-7b-v1	9	8	0.3467	0.3014	0.8384	0.5253	4.5
reading1	L	kannaka-brain-7b-v1	9	9	0.3416	0.2828	0.5641	0.3837	5.2
reading1	L	kannaka-brain-7b-v1	9	10	0.3364	0.2757	0.3039	0.2246	1.3
reading1	L	kannaka-brain-7b-v1	9	11	0.3354	0.2657	0.3068	0.2700	1.3
reading1	L	kannaka-brain-7b-v1	9	12	0.3303	0.2644	0.0000	0.0000	1.0
reading1	L	kannaka-brain-7b-v1	9	13	0.3303	0.2638	0.0000	0.0000	0.7
reading1	L	kannaka-brain-7b-v1	9	14	0.3303	0.2582	0.0000	0.0000	2.7
reading1	L	kannaka-brain-7b-v1	9	15	0.3254	0.2582	0.0000	0.0000	1.0
reading1	L	kannaka-brain-7b-v1	9	16	0.2926	0.2540	0.2069	0.1667	2.8
reading1	L	kannaka-brain-7b-v1	9	17	0.2902	0.2540	0.0000	0.0000	0.9
reading1	L	kannaka-brain-7b-v1	9	18	0.2902	0.2466	0.0179	0.0476	1.2
reading1	L	kannaka-brain-7b-v1	9	19	0.2887	0.2361	0.0000	0.0000	1.5
reading1	L	kannaka-brain-7b-v1	10	0	0.0000	0.0000	0.0000	0.0000	3.7
reading1	L	kannaka-brain-7b-v1	10	1	0.0196	0.0200	0.0196	0.0200	3.2
reading1	L	kannaka-brain-7b-v1	10	2	0.0216	0.0195	0.0216	0.0195	3.3
reading1	L	kannaka-brain-7b-v1	10	3	0.0761	0.0685	0.0903	0.0788	4.7
reading1	L	kannaka-brain-7b-v1	10	4	0.2385	0.2355	0.3354	0.3673	4.4
reading1	L	kannaka-brain-7b-v1	10	5	0.2571	0.2551	0.4538	0.6020	4.0
reading1	L	kannaka-brain-7b-v1	10	6	0.2571	0.2551	0.7778	0.8485	4.0
reading1	L	kannaka-brain-7b-v1	10	7	0.2571	0.2551	1.0000	1.0000	4.0
reading1	L	kannaka-brain-7b-v1	10	8	0.3000	0.2977	1.0000	1.0000	4.7
reading1	L	kannaka-brain-7b-v1	10	9	0.3027	0.3004	1.0000	1.0000	4.9
reading1	L	kannaka-brain-7b-v1	10	10	0.3053	0.3030	1.0000	1.0000	4.4
reading1	L	kannaka-brain-7b-v1	10	11	0.3053	0.3030	1.0000	1.0000	4.4
reading1	L	kannaka-brain-7b-v1	10	12	0.3053	0.3030	1.0000	1.0000	4.4
reading1	L	kannaka-brain-7b-v1	10	13	0.3053	0.3030	1.0000	1.0000	4.5
reading1	L	kannaka-brain-7b-v1	10	14	0.3053	0.3030	1.0000	1.0000	4.5
reading1	L	kannaka-brain-7b-v1	10	15	0.3053	0.3030	1.0000	1.0000	4.5
reading1	L	kannaka-brain-7b-v1	10	16	0.3053	0.3030	1.0000	1.0000	4.5
reading1	L	kannaka-brain-7b-v1	10	17	0.3053	0.3030	1.0000	1.0000	4.5
reading1	L	kannaka-brain-7b-v1	10	18	0.3053	0.3030	1.0000	1.0000	4.5
reading1	L	kannaka-brain-7b-v1	10	19	0.3053	0.3030	1.0000	1.0000	4.5
reading1	L	kannaka-brain-7b-v1	11	0	0.0000	0.0000	0.0000	0.0000	2.4
reading1	L	kannaka-brain-7b-v1	11	1	0.0000	0.0000	0.0000	0.0000	1.7
reading1	L	kannaka-brain-7b-v1	11	2	0.0000	0.0000	0.0000	0.0000	2.0
reading1	L	kannaka-brain-7b-v1	11	3	0.0000	0.0000	0.0000	0.0000	2.5
reading1	L	kannaka-brain-7b-v1	11	4	0.0000	0.0000	0.0000	0.0000	0.9
reading1	L	kannaka-brain-7b-v1	11	5	0.0000	0.0000	0.0000	0.0000	3.2
reading1	L	kannaka-brain-7b-v1	11	6	0.0000	0.0000	0.0000	0.0000	1.7
reading1	L	kannaka-brain-7b-v1	11	7	0.0098	0.0036	0.0213	0.0081	1.9
reading1	L	kannaka-brain-7b-v1	11	8	0.0093	0.0034	0.0909	0.0115	1.2
reading1	L	kannaka-brain-7b-v1	11	9	0.0200	0.0087	0.0204	0.0090	3.5
reading1	L	kannaka-brain-7b-v1	11	10	0.0200	0.0080	0.0000	0.0000	1.6
reading1	L	kannaka-brain-7b-v1	11	11	0.0732	0.0317	0.1667	0.1010	1.8
reading1	L	kannaka-brain-7b-v1	11	12	0.0732	0.0305	0.0357	0.0185	1.1
reading1	L	kannaka-brain-7b-v1	11	13	0.0686	0.0303	0.0000	0.0000	1.2
reading1	L	kannaka-brain-7b-v1	11	14	0.0686	0.0299	0.0000	0.0000	1.0
reading1	L	kannaka-brain-7b-v1	11	15	0.0686	0.0283	0.0000	0.0000	1.4
reading1	L	kannaka-brain-7b-v1	11	16	0.0682	0.0276	0.0000	0.0000	1.2
reading1	L	kannaka-brain-7b-v1	11	17	0.0682	0.0271	0.0000	0.0000	1.1
reading1	L	kannaka-brain-7b-v1	11	18	0.0682	0.0261	0.0000	0.0000	1.2
reading1	L	kannaka-brain-7b-v1	11	19	0.0670	0.0255	0.0000	0.0000	1.3
reading1	L	kannaka-brain-7b-v1	12	0	0.0091	0.0112	0.0091	0.0112	6.5
reading1	L	kannaka-brain-7b-v1	12	1	0.0727	0.0702	0.0727	0.0702	4.8
reading1	L	kannaka-brain-7b-v1	12	2	0.1480	0.1708	0.1480	0.1708	6.3
reading1	L	kannaka-brain-7b-v1	12	3	0.1433	0.1875	0.1611	0.2252	4.8
reading1	L	kannaka-brain-7b-v1	12	4	0.1688	0.1900	0.1250	0.1709	4.2
reading1	L	kannaka-brain-7b-v1	12	5	0.2059	0.2200	0.3906	0.2646	6.0
reading1	L	kannaka-brain-7b-v1	12	6	0.2995	0.3618	0.5419	0.7462	5.8
reading1	L	kannaka-brain-7b-v1	12	7	0.2995	0.3693	0.5971	0.6917	4.2
reading1	L	kannaka-brain-7b-v1	12	8	0.3018	0.3690	0.8317	0.7059	5.8
reading1	L	kannaka-brain-7b-v1	12	9	0.2991	0.3669	0.8000	0.7000	5.8
reading1	L	kannaka-brain-7b-v1	12	10	0.2991	0.3649	0.8710	0.9000	5.9
reading1	L	kannaka-brain-7b-v1	12	11	0.2991	0.3649	0.9091	0.8889	5.9
reading1	L	kannaka-brain-7b-v1	12	12	0.2991	0.3649	0.9091	0.9091	5.9
reading1	L	kannaka-brain-7b-v1	12	13	0.2991	0.3649	0.9091	0.9091	5.9
reading1	L	kannaka-brain-7b-v1	12	14	0.2991	0.3649	0.9091	0.9091	5.9
reading1	L	kannaka-brain-7b-v1	12	15	0.2991	0.3649	0.9091	0.9302	5.9
reading1	L	kannaka-brain-7b-v1	12	16	0.2991	0.3649	0.9091	0.9302	6.0
